PassengerId,proba
0013_01,0.5281435778660017
0018_01,0.012860274102002231
0019_01,0.9990175550428922
0021_01,0.994635412197858
0023_01,0.456045948504754
0027_01,0.4913951836955072
0029_01,0.9926655398024842
0032_01,0.9850058082880456
0032_02,0.9947584606145429
0033_01,0.6366212830078865
0037_01,0.1873174194810668
0040_01,0.14538908031121006
0040_02,0.7669540226851824
0042_01,0.485248918540923
0046_01,0.016596828319143705
0046_02,0.0897804327491863
0046_03,0.06692145717282905
0047_01,0.9966814686908377
0047_02,0.9571569627677541
0047_03,0.02409391042485284
0048_01,0.6585725818530223
0049_01,0.05791005897649065
0054_01,0.9836068290215518
0054_02,0.9339117517230904
0054_03,0.38424869561124253
0055_01,0.04408175198806916
0057_01,0.9857297736696295
0059_01,0.6251890746059556
0060_01,0.402627448360779
0063_01,0.7381433876609
0065_01,0.5281435778660017
0075_01,0.12691795499535563
0079_01,0.5051897843573987
0080_01,0.4658609770825
0083_01,0.05086563625529698
0087_01,0.12029848105229192
0089_01,0.9707643252324368
0093_01,0.6302463061549705
0094_01,0.47213463327409205
0094_02,0.12421685520805202
0095_01,0.6630238420671237
0096_01,0.08664241415415552
0100_01,0.6275813332848736
0100_02,0.5100495775598481
0104_01,0.08163423379289245
0106_01,0.7501138350553246
0109_01,0.05084329338832067
0117_01,0.2124126168886536
0118_01,0.4735842965989588
0121_01,0.06043546581759118
0124_01,0.7095304374783291
0125_01,0.9926655398024842
0125_02,0.005414806468643451
0130_01,0.7095304374783291
0131_01,0.183804073797967
0132_01,0.9740606282810328
0135_01,0.15275101914800446
0137_01,0.5281435778660017
0142_01,0.9911933038962099
0142_02,0.13684008211613968
0142_03,0.9856427440108017
0143_01,0.8038005777272528
0145_01,0.10680352538296609
0150_01,0.927688202393926
0150_02,0.9762070020217145
0153_01,0.4204515166506997
0154_01,0.6365964263964423
0155_01,0.07136229158161832
0156_01,0.8426474887964542
0157_01,0.05211448659652898
0158_01,0.11343951796198005
0158_02,0.6406701826627841
0159_01,0.09752988233705241
0161_01,0.09102323412069889
0162_01,0.9783942403907685
0166_01,0.5648576727642856
0168_01,0.9984020418739514
