PassengerId,proba
0013_01,0.4931575606112628
0018_01,0.000512972596119787
0019_01,0.9989629058376499
0021_01,0.9991298087293744
0023_01,0.4496529594675925
0027_01,0.6270949169105584
0029_01,0.9961569843209811
0032_01,0.9919931861065211
0032_02,0.997084588709453
0033_01,0.7022697904305962
0037_01,0.10499509834647297
0040_01,0.1017156983354613
0040_02,0.7445042529439091
0042_01,0.30095197989928446
0046_01,0.002257435553571094
0046_02,0.03764398876336238
0046_03,0.2644572412071755
0047_01,0.997994989658376
0047_02,0.9881424811152675
0047_03,0.0009644015156035344
0048_01,0.3656602073585699
0049_01,0.01662905010086732
0054_01,0.9908763362356493
0054_02,0.9786256307114181
0054_03,0.6748008953544495
0055_01,0.009466894983416517
0057_01,0.9997529421844071
0059_01,0.6027236121636961
0060_01,0.37597805481316526
0063_01,0.6114074816245492
0065_01,0.4931575606112628
0075_01,0.04896451167406395
0079_01,0.47058240591731065
0080_01,0.37862751514606346
0083_01,0.03578998117479427
0087_01,0.12659367752776735
0089_01,0.9895908402464848
0093_01,0.8209374446687662
0094_01,0.46198247416532034
0094_02,0.06142594496557155
0095_01,0.7976003131825714
0096_01,0.020666342712699806
0100_01,0.7971188355382192
0100_02,0.5126944186504143
0104_01,0.01907253256376936
0106_01,0.829514270789521
0109_01,0.01718892402343538
0117_01,0.06221699310410185
0118_01,0.3258655212735287
0121_01,0.07085687783840573
0124_01,0.7476124304480612
0125_01,0.9961569843209811
0125_02,0.00533042694134694
0130_01,0.7476124304480612
0131_01,0.19203606397449735
0132_01,0.9950514368492311
0135_01,0.053696809599335135
0137_01,0.4931575606112628
0142_01,0.9948349367806525
0142_02,0.02619494123826328
0142_03,0.9927648117797727
0143_01,0.9397329793800522
0145_01,0.06941358807884897
0150_01,0.9269244021373781
0150_02,0.9841642643296956
0153_01,0.12461416034654194
0154_01,0.6667331363417743
0155_01,0.036492932924760454
0156_01,0.9205744841205836
0157_01,0.02148532772449488
0158_01,0.007467491242543507
0158_02,0.536087851430525
0159_01,0.04323329903534537
0161_01,0.09606947196611137
0162_01,0.9905580762519923
0166_01,0.6626134286047745
0168_01,0.9980448853915147
0175_01,0.5772694276256156
0175_02,0.6782470052714262
0175_03,0.5772694276256156
0175_04,0.4223364002114908
0175_05,0.5126944186504143
0176_01,0.1789511737308982
0180_01,0.02492858979468758
0184_01,0.09798394577436546
0185_01,0.7860547193475939
0187_01,0.9923077852937798
0191_01,0.09312311243489614
0194_01,0.9853106526311611
0194_02,0.9966418057202231
0194_03,0.0009372853989689678
0204_01,0.00936544729102021
0208_01,0.18583849238887262
0209_01,0.00043061469477313503
0214_01,0.005658158033309155
0214_02,0.10597384934345638
0215_01,0.4223364002114908
0218_01,0.015267775855791515
0226_01,0.9804115239311847
0227_01,0.21950004635448425
0228_01,0.9959270501209555
0228_02,0.9923645922492689
0228_03,0.9992016376059633
0228_04,0.00048117666043986565
0230_01,0.7875762402697298
0230_02,0.0487715773084573
0235_01,0.4223364002114908
0236_01,0.9848129804922212
0238_01,0.03840375812384005
0247_01,0.9958795205183684
0247_02,0.9985829777990437
0249_01,0.1095195711833945
0256_01,0.6351173353441187
0259_01,0.9656044906041742
0262_01,0.013014938508376546
0264_01,0.9991323699940022
0264_02,0.9959270501209555
0264_03,0.0024536842050685726
0266_01,0.163687081492898
0266_02,0.009470678401762486
0268_01,0.008183478464057361
0268_02,0.18789645061647897
0271_01,0.20450019498335473
0272_01,0.016242056878181154
0273_01,0.992951013458017
0273_02,0.9880781442946157
0273_03,0.021041854746263956
0274_01,0.0006837795576479089
0274_02,0.39675385231113247
0276_01,0.001427122064411324
0276_02,0.9975690321471081
0279_01,0.20053363682361736
0280_01,0.2596614922267977
0284_01,0.802473487942014
0292_01,0.03540091607095355
0293_01,0.9835682725604106
0295_01,0.07518751040363694
0296_01,0.4372879922303292
0299_01,0.026521203278788083
0300_01,0.002484972848333069
0308_01,0.7649445271273004
0311_01,0.8900639625246966
0312_01,0.4223364002114908
0317_01,0.15539747536496443
0318_01,0.513256951201114
0319_01,0.010521564419372352
0319_02,0.9917689361582172
0323_01,0.7530600258182077
0325_01,0.7740766004967863
0328_01,0.62040935933217
0329_01,0.9908763362356493
0332_01,0.4223364002114908
0335_01,0.21580246557957491
0339_01,0.22334702558739064
0339_02,0.018762310495555167
0339_03,0.4268632392857842
0339_04,0.7931612976803959
0339_05,0.6062205360184032
0339_06,0.03715319904522602
0339_07,0.02283959634208007
0339_08,0.10785157171965859
0342_01,0.9125789172986186
0342_02,0.4446620227761783
0344_01,0.9821808989096801
0344_02,0.003727147307974137
